record_id,contract_id,clause_text,primary_category,all_categories,is_multilabel,matched_keywords,token_count_approx,category_risk_signal,model_confidence,template_deviation_signal,keyword_risk_signal,risk_score,advisor_risk_label,dataset_split,source_type
436,CTR-10436,The recipient must not disclose non-disclosure to any third party without prior written consent.,Confidentiality,Confidentiality,False,non-disclosure,15,0.4,0.78,0.31,0.33,44.0,Low,Validation,Synthetic
437,CTR-10437,Obligations concerning non-disclosure survive termination for 2 years.,Confidentiality,Confidentiality,False,non-disclosure,9,0.4,0.68,0.22,0.26,38.3,Low,Validation,Synthetic
438,CTR-10438,A party may terminate immediately for an uncured terminate. This obligation applies to defend and hold harmless resulting from Supplier negligence.,Termination,Termination|Indemnification,True,terminate|defend and hold harmless,21,1.0,0.79,0.59,0.56,76.8,High,Test,Synthetic
439,CTR-10439,The recipient must not disclose confidential information to any third party without prior written consent.,Confidentiality,Confidentiality,False,confidential information,15,0.4,0.97,0.15,0.26,42.4,Low,Test,Synthetic
440,CTR-10440,Either party may terminate this agreement upon 60 days written notice.,Termination,Termination,False,terminate,11,0.6,0.82,0.4,0.41,55.6,Medium,Test,Synthetic
441,CTR-10441,Assignment following a prior written consent requires notice to the customer.,Assignment,Assignment,False,prior written consent,11,0.4,0.96,0.27,0.25,45.0,Medium,Train,Synthetic
442,CTR-10442,"This agreement is governed by the State of California, without regard to conflict-of-law principles.",Governing Law,Governing Law,False,governed by,16,0.2,0.79,0.25,0.09,30.9,Low,Train,Synthetic
443,CTR-10443,Customer may exercise terminate without cause by providing written notice.,Termination,Termination,False,terminate,10,0.6,0.63,0.3,0.42,49.5,Medium,Train,Synthetic
444,CTR-10444,"Supplier shall maintain certificate of insurance with limits of at least $1,000,000 during the term.",Insurance,Insurance,False,certificate of insurance,17,0.6,0.7,0.5,0.37,54.9,Medium,Train,Synthetic
445,CTR-10445,Customer may exercise termination for convenience without cause by providing written notice. Customer may audit records on reasonable notice during normal business hours.,Termination,Termination|Audit Rights,True,termination for convenience|audit records,23,0.6,0.57,0.42,0.58,54.5,Medium,Train,Synthetic
446,CTR-10446,Each party shall protect non-disclosure and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,non-disclosure,18,0.4,0.74,0.45,0.3,46.1,Medium,Train,Synthetic
447,CTR-10447,Either party may terminate this agreement upon 60 days written notice. Neither party may assign this agreement without the other party’s prior written consent.,Termination,Termination|Assignment,True,terminate|assign,25,0.6,0.57,0.41,0.43,51.2,Medium,Train,Synthetic
448,CTR-10448,This obligation applies to indemnify resulting from Supplier negligence.,Indemnification,Indemnification,False,indemnify,9,1.0,0.76,0.59,0.64,77.8,High,Train,Synthetic
449,CTR-10449,Coverage shall include cyber insurance issued by a reputable carrier.,Insurance,Insurance,False,cyber insurance,10,0.6,0.71,0.45,0.36,53.6,Medium,Train,Synthetic
450,CTR-10450,This obligation applies to indemnify resulting from Supplier negligence.,Indemnification,Indemnification,False,indemnify,9,1.0,0.77,0.67,0.7,81.2,High,Train,Synthetic
451,CTR-10451,Each party shall protect non-disclosure and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,non-disclosure,18,0.4,0.96,0.25,0.29,45.2,Medium,Train,Synthetic
452,CTR-10452,Interpretation shall follow the laws of Delaware.,Governing Law,Governing Law,False,laws of,7,0.2,0.66,0.1,0.21,26.9,Low,Train,Synthetic
453,CTR-10453,Obligations concerning non-disclosure survive termination for 7 years.,Confidentiality,Confidentiality,False,non-disclosure,9,0.4,0.89,0.27,0.33,45.1,Medium,Train,Synthetic
454,CTR-10454,"Interpretation shall follow the governed by California. Neither party is liable for indirect or unlimited liability, except where prohibited by law.",Governing Law,Governing Law|Limitation of Liability,True,governed by|unlimited liability,21,0.8,0.84,0.48,0.71,71.0,High,Train,Synthetic
455,CTR-10455,"Either party may material breach this agreement upon 45 days written notice. Upon request, Supplier shall provide a current cyber insurance.",Termination,Termination|Insurance,True,material breach|cyber insurance,21,0.6,0.58,0.43,0.43,52.0,Medium,Validation,Synthetic
456,CTR-10456,Obligations concerning confidential information survive termination for 1 years.,Confidentiality,Confidentiality,False,confidential information,9,0.4,0.93,0.3,0.24,44.9,Low,Validation,Synthetic
457,CTR-10457,Assignment following a prior written consent requires notice to the customer.,Assignment,Assignment,False,prior written consent,11,0.4,0.86,0.14,0.2,38.7,Low,Validation,Synthetic
458,CTR-10458,Either party may termination for convenience this agreement upon 30 days written notice.,Termination,Termination,False,termination for convenience,13,0.6,0.7,0.33,0.5,53.2,Medium,Test,Synthetic
459,CTR-10459,Obligations concerning proprietary information survive termination for 2 years. Supplier shall process security incident only on documented instructions from Customer.,Confidentiality,Confidentiality|Data Privacy,True,proprietary information|security incident,20,0.8,0.58,0.49,0.6,63.8,Medium,Test,Synthetic
460,CTR-10460,"Upon request, Supplier shall provide a current commercial general liability insurance.",Insurance,Insurance,False,commercial general liability insurance,11,0.6,0.69,0.32,0.43,51.4,Medium,Test,Synthetic
461,CTR-10461,The aggregate consequential damages shall not exceed fees paid during the prior 24 months.,Limitation of Liability,Limitation of Liability,False,consequential damages,14,0.8,0.78,0.64,0.57,71.0,High,Train,Synthetic
462,CTR-10462,A party may terminate immediately for an uncured material breach. The aggregate liability cap shall not exceed fees paid during the prior 12 months.,Termination,Termination|Limitation of Liability,True,material breach|liability cap,24,0.8,0.72,0.43,0.5,63.1,Medium,Train,Synthetic
463,CTR-10463,Supplier shall notify Customer of a personal data within 24 hours.,Data Privacy,Data Privacy,False,personal data,11,0.8,0.82,0.5,0.5,66.9,Medium,Train,Synthetic
464,CTR-10464,Customer may exercise termination for convenience without cause by providing written notice.,Termination,Termination,False,termination for convenience,12,0.6,0.72,0.31,0.52,53.5,Medium,Train,Synthetic
465,CTR-10465,Interpretation shall follow the laws of California.,Governing Law,Governing Law,False,laws of,7,0.2,0.77,0.19,0.18,30.8,Low,Train,Synthetic
466,CTR-10466,Neither party may change of control this agreement without the other party’s prior written consent.,Assignment,Assignment,False,change of control,16,0.4,0.9,0.16,0.2,40.0,Low,Train,Synthetic
467,CTR-10467,The recipient must not disclose confidential information to any third party without prior written consent.,Confidentiality,Confidentiality,False,confidential information,15,0.4,0.67,0.18,0.31,38.1,Low,Train,Synthetic
468,CTR-10468,Obligations concerning proprietary information survive termination for 3 years.,Confidentiality,Confidentiality,False,proprietary information,9,0.4,0.65,0.15,0.31,37.0,Low,Train,Synthetic
469,CTR-10469,Assignment following a assign requires notice to the customer.,Assignment,Assignment,False,assign,9,0.4,0.67,0.25,0.3,39.6,Low,Train,Synthetic
470,CTR-10470,Obligations concerning proprietary information survive termination for 7 years. Supplier shall process security incident only on documented instructions from Customer.,Confidentiality,Confidentiality|Data Privacy,True,proprietary information|security incident,20,0.8,0.59,0.32,0.72,62.2,Medium,Train,Synthetic
471,CTR-10471,Supplier shall retain documentation supporting Customer’s audit records for 5 years.,Audit Rights,Audit Rights,False,audit records,12,0.6,0.74,0.55,0.34,56.4,Medium,Train,Synthetic
472,CTR-10472,Each party shall protect non-disclosure and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,non-disclosure,18,0.4,0.7,0.29,0.31,41.4,Low,Train,Synthetic
473,CTR-10473,"Neither party is liable for indirect or unlimited liability, except where prohibited by law.",Limitation of Liability,Limitation of Liability,False,unlimited liability,14,0.8,0.93,0.63,0.64,75.2,High,Train,Synthetic
474,CTR-10474,The recipient must not disclose confidential information to any third party without prior written consent.,Confidentiality,Confidentiality,False,confidential information,15,0.4,0.73,0.45,0.27,45.2,Medium,Train,Synthetic
475,CTR-10475,The recipient must not disclose confidential information to any third party without prior written consent.,Confidentiality,Confidentiality,False,confidential information,15,0.4,0.87,0.13,0.27,40.0,Low,Validation,Synthetic
476,CTR-10476,A party may terminate immediately for an uncured terminate.,Termination,Termination,False,terminate,9,0.6,0.85,0.59,0.4,60.8,Medium,Validation,Synthetic
477,CTR-10477,The contractor agrees to a non-compete obligation within the defined territory.,Non-Compete,Non-Compete,False,non-compete,12,1.0,0.91,0.45,0.76,79.7,High,Validation,Synthetic
478,CTR-10478,Supplier shall process security incident only on documented instructions from Customer.,Data Privacy,Data Privacy,False,security incident,11,0.8,0.9,0.35,0.67,68.2,Medium,Test,Synthetic
479,CTR-10479,"Upon request, Supplier shall provide a current cyber insurance. Each party shall protect confidential information and may disclose it only to personnel with a need to know.",Insurance,Insurance|Confidentiality,True,cyber insurance|confidential information,27,0.6,0.74,0.47,0.4,55.5,Medium,Test,Synthetic
480,CTR-10480,Supplier shall obtain change of control before transferring its obligations.,Assignment,Assignment,False,change of control,10,0.4,0.95,0.17,0.25,42.2,Low,Test,Synthetic
481,CTR-10481,Obligations concerning non-disclosure survive termination for 7 years.,Confidentiality,Confidentiality,False,non-disclosure,9,0.4,0.72,0.22,0.24,38.7,Low,Train,Synthetic
482,CTR-10482,Each party shall protect proprietary information and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,proprietary information,18,0.4,0.95,0.32,0.25,46.0,Medium,Train,Synthetic
483,CTR-10483,A party may terminate immediately for an uncured material breach. Supplier accepts liability cap for losses arising from breach of security obligations.,Termination,Termination|Limitation of Liability,True,material breach|liability cap,22,0.8,0.61,0.53,0.45,62.4,Medium,Train,Synthetic
484,CTR-10484,"Neither party is liable for indirect or unlimited liability, except where prohibited by law.",Limitation of Liability,Limitation of Liability,False,unlimited liability,14,0.8,0.63,0.66,0.69,70.9,High,Train,Synthetic
485,CTR-10485,Each party shall protect non-disclosure and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,non-disclosure,18,0.4,0.91,0.15,0.29,41.8,Low,Train,Synthetic
486,CTR-10486,The recipient must not disclose proprietary information to any third party without prior written consent.,Confidentiality,Confidentiality,False,proprietary information,15,0.4,0.79,0.27,0.25,41.6,Low,Train,Synthetic
487,CTR-10487,Customer may exercise termination for convenience without cause by providing written notice.,Termination,Termination,False,termination for convenience,12,0.6,0.63,0.53,0.59,58.7,Medium,Train,Synthetic
488,CTR-10488,The aggregate liability cap shall not exceed fees paid during the prior 6 months.,Limitation of Liability,Limitation of Liability,False,liability cap,14,0.8,0.76,0.49,0.47,64.8,Medium,Train,Synthetic
489,CTR-10489,Obligations concerning confidential information survive termination for 1 years.,Confidentiality,Confidentiality,False,confidential information,9,0.4,0.95,0.14,0.32,42.9,Low,Train,Synthetic
490,CTR-10490,A party may terminate immediately for an uncured terminate.,Termination,Termination,False,terminate,9,0.6,0.91,0.37,0.38,56.0,Medium,Train,Synthetic
491,CTR-10491,The recipient must not disclose proprietary information to any third party without prior written consent.,Confidentiality,Confidentiality,False,proprietary information,15,0.4,0.92,0.24,0.32,44.8,Low,Train,Synthetic
492,CTR-10492,The parties submit to the exclusive jurisdiction of courts located in Delaware.,Governing Law,Governing Law,False,exclusive jurisdiction,12,0.2,0.76,0.21,0.08,29.1,Low,Train,Synthetic
493,CTR-10493,The parties submit to the exclusive jurisdiction of courts located in New York.,Governing Law,Governing Law,False,exclusive jurisdiction,13,0.2,0.78,0.15,0.16,29.5,Low,Train,Synthetic
494,CTR-10494,Interpretation shall follow the laws of New Jersey.,Governing Law,Governing Law,False,laws of,8,0.2,0.81,0.12,0.08,27.8,Low,Train,Synthetic
495,CTR-10495,"Supplier shall maintain certificate of insurance with limits of at least $5,000,000 during the term.",Insurance,Insurance,False,certificate of insurance,17,0.6,0.78,0.34,0.36,52.3,Medium,Validation,Synthetic
496,CTR-10496,The recipient must not disclose proprietary information to any third party without prior written consent.,Confidentiality,Confidentiality,False,proprietary information,15,0.4,0.86,0.15,0.3,40.9,Low,Validation,Synthetic
497,CTR-10497,The parties shall comply with applicable data protection laws and maintain appropriate safeguards.,Data Privacy,Data Privacy,False,data protection laws,13,0.8,0.69,0.62,0.44,66.1,Medium,Validation,Synthetic
498,CTR-10498,Customer may exercise termination for convenience without cause by providing written notice.,Termination,Termination,False,termination for convenience,12,0.6,0.96,0.27,0.59,58.7,Medium,Test,Synthetic
499,CTR-10499,The parties shall comply with applicable personal data and maintain appropriate safeguards.,Data Privacy,Data Privacy,False,personal data,12,0.8,0.79,0.45,0.55,66.0,Medium,Test,Synthetic
500,CTR-10500,An independent auditor may review Supplier’s compliance once per calendar year.,Audit Rights,Audit Rights,False,independent auditor,12,0.6,0.96,0.27,0.41,55.1,Medium,Test,Synthetic
